SAMPLE_ID,URL,TEXT,HEIGHT,WIDTH,LICENSE,NSFW,similarity
2083872012724.0,https://ssl.c.photoshelter.com/img-get/I0000k.PWNXFIzGw/t/200/I0000k.PWNXFIzGw.jpg,"Lakewood Ranch, FL - November 28, 2014: The U.S. Under-17 Men's National Team opens the 2014 Nike International Friendlies with a 3-1 win over England at Premier Sports Campus.",200.0,133.0,?,UNLIKELY,0.35407260060310364
123454005907.0,http://rlv.zcache.com/asian_elephant_sticker-ra7de170f56104136b4107bf7dbb29132_v9wf3_8byvr_152.jpg,Asian Elephant Sticker,152.0,152.0,?,UNLIKELY,0.344709575176239
4197009018546.0,https://media.jewelfeed.com/catalog/items/ade877cd-3f00-4ac6-999d-2dc33172c294.jpg.350x350_q85_background.jpg,14k Yellow Gold Oval Aquamarine Ring,350.0,350.0,?,UNLIKELY,0.34357982873916626
2687654026988.0,https://cdn01.pinkoi.com/product/gugp9HET/0/320x320.jpg,Handmade 绢印布旗Travel Taiwan Flag Traveling in Taiwan,320.0,320.0,?,UNLIKELY,0.3504640460014343
3702341025452.0,https://i.ebayimg.com/thumbs/images/g/P4sAAOSwfkVfA81X/s-l225.jpg,Lilliput Lane Miniature Burns Cottage England Perfect,225.0,133.0,?,UNLIKELY,0.34423917531967163
21273036389.0,https://www.iceposter.com/thumbs/MOV_9772893f.jpg,Lady for a Day movie poster (1933) picture MOV_9772893f,152.0,200.0,?,UNLIKELY,0.37852221727371216
1061189013506.0,http://thumbs.slideserve.com/1_6090843.jpg,IAM Overview and  Self-assessment Exercise,320.0,240.0,?,UNLIKELY,0.3850741386413574
2577238013028.0,https://render.fineartamerica.com/images/rendered/small/metal-print/images-square-real-5/the-projection-room-4675-timothy-bischoff.jpg,The Projection Room 4675 Metal Print,155.0,180.0,?,UNLIKELY,0.3300137221813202
993402010469.0,http://i.ndtvimg.com/video/images/vod/thumb/2016-09/thumb_433163_1475221482.jpg,Sachin Tendulkar Thought Sushant Singh Rajput Was a Cricketer,160.0,120.0,?,UNLIKELY,0.3405193090438843
3658746013279.0,https://us.123rf.com/450wm/wahyufrida/wahyufrida1903/wahyufrida190302465/119835209-stock-vector-fire-flame-logo-template-vector-icon-oil-gas-and-energy-logo-concept.jpg?ver=6,"Fire flame Logo Template vector icon Oil, gas and energy logo concept",450.0,360.0,?,UNLIKELY,0.3116261065006256
209343002550.0,https://thumbs.dreamstime.com/x/isolated-quince-jam-jar-fruit-8449480.jpg,Isolated quince jam jar and fruit,400.0,400.0,?,UNLIKELY,0.3365436792373657
2457975012159.0,https://dspncdn.com/a1/media/236x/51/0e/55/510e55e3e67ffe75823706c337ffee67.jpg,Faith is Torment | Art and Design Blog: Nice To Meet You: Photos by Martin Usborne #smoke #darkness #photography #portrait #animal #dog,236.0,282.0,?,UNLIKELY,0.3505035936832428
89269003779.0,http://img2.imagesbn.com/p/9781473308169_p0_v1_s260x420.JPG,The Last of the Vampires (Cryptofiction Classics),260.0,402.0,?,UNLIKELY,0.3624233603477478
1953886032470.0,https://www.gamepark.ru/upload/resize_cache/iblock/d0b/120_170_1/htmlimage-_1_.png,Call of Duty: WWII (PS4),120.0,142.0,?,UNLIKELY,0.33289673924446106
3891349009493.0,https://cdn-images.threadless.com/threadless-media/artist_shops/shops/kilopop/products/216513/shirt-1493079221-0dbf4fc0a0085245322065f096af616c.png?v=3&d=eyJvbmx5X21ldGEiOiBmYWxzZSwgImZvcmNlIjogZmFsc2UsICJvcHMiOiBbWyJ0cmltc2NyaXB0IiwgWzgzNi4wLCAxMjY0LjI4NTcxNDI4NTcxNDJdLCB7fV0sIFsiZW5jb2RlIiwgWyIucG5nIl0sIHsiZHBpIjogMzAwfV0sIFsicmVzaXplIiwgWzY0MF0sIHt9XSwgWyJvdmVybGF5IiwgWyJ0aHJlYWRsZXNzLW1lZGlhL2FydGlzdF9zaG9wcy9vdmVybGF5cy9jYXRlZ29yaWVzL2tpZHMvc2l6ZXMvKi9zdHlsZXMvbG9uZ3NsZWV2ZS10LXNoaXJ0L2NvbG9ycy8qL2Zyb250LTE0NTY4Njk3MzEtYzIzNmVjOGU5NDZlYWNiMWU5ODhkZGFhODQwN2ZmNTIucG5nIl0sIHsieSI6IDU1MCwgIngiOiA2ODcsICJiYWNrZ3JvdW5kIjogIjFmMjMzMSJ9XSwgWyJyZXNpemUiLCBbODAwXSwge31dLCBbImNhbnZhc19jZW50ZXJlZCIsIFs4MDAsIDgwMCwgIiNmZmZmZmYiXSwge31dLCBbImVuY29kZSIsIFsianBnIiwgODVdLCB7fV1dfQ==,Curious Critters Club - Logo English Kids Longsleeve T-Shirt by kilopop's Artist Shop,800.0,800.0,?,UNLIKELY,0.3823366165161133
3410325012807.0,https://apollo-singapore.akamaized.net:443/v1/files/dvb3xjlv2n6m1-IN/image;s=272x0,Good Condition Hero  CD  Deluxe with Warranty |  3938 Jaipur,272.0,484.0,?,UNLIKELY,0.307659775018692
148127002150.0,https://thumbs.dreamstime.com/m/christmas-background-happy-kids-presents-space-text-35759534.jpg,Christmas background with happy kids presents space for text Stock Images,120.0,92.0,?,UNLIKELY,0.30241653323173523
1978675010302.0,https://riverisland.scene7.com/is/image/RiverIsland/827860_main?$CrossSellProductPage300$&locale=en,Mini girls green crochet floral top,300.0,300.0,?,UNLIKELY,0.3488845229148865
3612474030018.0,https://cdn.shopify.com/s/files/1/1531/1077/products/Deeko-mage-tshirt-dark-gray_ea48cf2e-cbb9-4bb2-984a-9ede78086885_large.jpg?v=1482014279,Dark Gray Mage T-Shirt,336.0,480.0,?,UNLIKELY,0.3531537652015686
3596407017837.0,https://tshirtclassic.com/wp-content/uploads/2020/01/Never-underestimate-a-woman-who-understands-football-Ravens-Sweatshirt-510x510.png,Never underestimate a woman who understands football Ravens  Sweatshirt,510.0,510.0,?,UNLIKELY,0.3932226002216339
3929056008929.0,https://textarthistory.files.wordpress.com/2015/09/total-art-match-box-1968.jpg?w=300&h=157,Total Art Match Box 1968,300.0,156.0,?,UNLIKELY,0.4210386574268341
3435796014746.0,https://luxesource.com/wp-content/uploads/2019/07/LX_CO60_HOM_Modern_View_1808_0342_TiffPrint-600x600.jpg,"An Aspen Home Showcases Bold Taste, Mountain Views",600.0,600.0,?,UNLIKELY,0.3297020494937897
64226001355.0,http://g-ecx.images-amazon.com/images/G/01/Shopbop/p/pcs/products/iamby/iamby3001815065/iamby3001815065_q1_1-0_336x596.jpg,IaM by Ileana Makri Figaro Lariat Necklace,336.0,596.0,?,UNLIKELY,0.3085365295410156
764421001605.0,http://productimages.goantiques.gemr.s3.amazonaws.com/53400/2173177_thumbnail.jpg,"Quilting International Magazine, 1990  -  QM",130.0,173.0,?,UNLIKELY,0.3897506892681122
4844842261.0,http://media-cdn.tripadvisor.com/media/photo-l/01/8b/71/9f/the-indoor-pool.jpg, The indoor pool,150.0,150.0,,UNLIKELY,0.30794838070869446
2668454005259.0,https://i.ytimg.com/vi/GGXsz35Ng64/hqdefault.jpg,Cheapest house ever shipping container home how much for Most affordable way to build a house,480.0,360.0,?,UNLIKELY,0.37027835845947266
1950809016879.0,https://img1.pictaero.com/2013/12/27/t/206616.jpg,Bombardier BD-700-1A10 Global Express (HB-JGH),180.0,120.0,?,UNLIKELY,0.3062155842781067
918021010171.0,https://media-cdn.tripadvisor.com/media/photo-l/04/08/82/32/the-cow-and-calf.jpg,Innkeeper's Lodge Ilkley,150.0,150.0,?,UNLIKELY,0.3071333169937134
2105180001994.0,https://rlv.zcache.com.au/archipelago144_i_must_be_a_mermaid_throw_pillow-r5668f25acfb54fcc919e2030b968499d_6s309_8byvr_324.jpg,"""Archipelago144 """"I Must Be A Mermaid"""" throw pillow""",324.0,324.0,?,UNLIKELY,0.331579327583313
1426237014329.0,https://s3.reutersmedia.net/resources/r/?m=02&d=20161208&t=2&i=1164715083&w=644&fh=&fw=&ll=&pl=&sq=&r=LYNXMPECB70YK,"Actor Samuel L. Jackson accepts the Albert R. Broccoli Britannia Award for Worldwide Contribution to Entertainment at the British Academy of Film and Television Arts (BAFTA) Los Angeles' Britannia Awards in Beverly Hills, California, October 28, 2016. REUTERS/Danny Moloshok",644.0,436.0,?,UNLIKELY,0.3362613618373871
202212009587.0,http://static9.depositphotos.com/1059938/1126/v/170/depositphotos_11260184-Owls-in-love.jpg,Owls in love — Stock vektor,170.0,170.0,?,UNLIKELY,0.30010032653808594
3686988012589.0,https://cdn-1.motorsport.com/images/mgl/2eA1nO32/s300/bradley-smith-aprilia-racing-t-1.jpg,"Bradley Smith, Aprilia Racing Team Gresini",300.0,200.0,?,UNLIKELY,0.3208763003349304
3251188014450.0,https://ae01.alicdn.com/kf/HTB1vcHvVFzqK1RjSZFoq6zfcXXaf.jpg,Godox Flash Portable Wireless Ttl Flash With Changeable Flash Head 1 8000s Hss 2 4g Wireless,1000.0,1000.0,?,UNLIKELY,0.3225550353527069
4105125002875.0,https://cdn.xxl.thumbs.canstockphoto.com/carte-postale-vendange-letterings-vecteur-eps_csp13115688.jpg,"carte postale, vendange, letterings",240.0,255.0,?,UNLIKELY,0.3228422999382019
1127880007303.0,http://images4-b.ravelrycache.com/uploads/Woolhelmina/247248907/oval_drum_small2.jpg,Oval_drum_small2,320.0,320.0,?,UNLIKELY,0.30686771869659424
23914010926.0,http://u.goal.com/175900/175958hp2.jpg,Senegal coach Joseph Koto to take revenge on Cote D'Ivoire,570.0,355.0,?,UNLIKELY,0.3098020851612091
233432001340.0,http://media.music123.com/is/image/MMGS7/Song-A-Guide-To-Art-Song-Style-And-Literature/H67266000000000-00-750x750.jpg,Hal Leonard Song: A Guide To Art Song Style And Literature,750.0,750.0,?,UNLIKELY,0.3552161455154419
2630219014900.0,https://i.pinimg.com/originals/e6/69/f4/e669f4b4c46fc0e51daadde0b6f2cf65.jpg,Goldfish pond 2013 favorite ponds and things pinterest for Small outside fish ponds,2048.0,1529.0,?,UNLIKELY,0.37027883529663086
358315008880.0,https://thumbs.dreamstime.com/t/starling-sturnus-vulgaris-plus-de-photos-ne-satisfont-8624199.jpg,"Starling, sturnus vulgaris, (plus de photos ne satisfont ! Images libres de droits",209.0,160.0,?,UNLIKELY,0.3644019663333893
135817000493.0,http://rlv.zcache.ca/im_killing_you_off_next_bumper_sticker-rf5b2784a8568419eadaffc60b7399812_v9wht_8byvr_324.jpg,I'm Killing You Off Next Bumper Sticker,324.0,324.0,?,UNLIKELY,0.30503949522972107
3594076029003.0,https://i.ebayimg.com/thumbs/images/g/luQAAOSwl7pcezd8/s-l200.jpg,HARRY CHAPIN - Soundstage: An Evening With Harry Chapin - DVD - Color Ntsc *NEW*,169.0,200.0,?,UNLIKELY,0.4186709523200989
8565018316.0,https://www.etrailer.com/Merchant2/graphics/00000001/pics/D/1/D13503_tn.jpg,Derale 2005 Jeep Grand Cherokee Transmission Coolers,123.0,150.0,?,UNLIKELY,0.3093371093273163
1963316018201.0,https://images.squarespace-cdn.com/content/50201acb24ac877055a2c989/1478618023923-FBFJ3FASW9TU1BQUW5OO/Iowa+City+Engagement+Session+by+St+Louis+Wedding+Photographers+Oldani+Photography+35.jpg?format=1000w&content-type=image%2Fjpeg,Iowa City Engagement Session by St Louis Wedding Photographers Oldani Photography 35.jpg,1000.0,1500.0,?,UNSURE,0.3097142279148102
237538006926.0,http://ecx.images-amazon.com/images/I/51Wy6syoopL._SL160_.jpg,img - for My Learn to Read Bible: Stories in Words and Pictures book / textbook / text book,128.0,160.0,?,UNLIKELY,0.3879269063472748
992477014020.0,http://media.independent.com/img/croppedphotos/2012/06/04/snow-white-huntsmen_t479.jpg?ad14627618f647f3902aa65ed5ac8237c798b1ef,Kristen (<em>Twilight)</em> Stewart and Chris (<em>Thor</em>) Hemsworth star as the title characters in the revisionist <em>Snow White and the Hunstman</em>.,479.0,321.0,?,UNLIKELY,0.3184890151023865
766753426.0,http://www.vizzed.com/vizzedboard/nes/nescafe/savescreens/40922-battletoads.gif,Battletoads -  - User Screenshot,256.0,240.0,,UNLIKELY,0.34067583084106445
2783585024958.0,http://lh3.googleusercontent.com/-E2tpw08Ofe4/WeusHT0l9qI/AAAAAAAA99c/EVOZWibXMocXzXrr7pMd4Km9DBpXvefOQCHMYCw/s175/the-resurrection-of-gavin-stone-2016.jpg,The Resurrection of Gavin Stone (2016) (),118.0,175.0,?,UNLIKELY,0.3748197555541992
2635947006674.0,https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/american-buffalo-iii-hailey-e-herrera.jpg,Kids Cartoons - American Buffalo III by Hailey E Herrera,400.0,300.0,?,UNLIKELY,0.3111238181591034
1914045019531.0,http://2kokice.com/images/the-interview-2014-t.jpg,The Interview poster,200.0,296.0,?,UNLIKELY,0.38273268938064575
2156186007572.0,https://media.istockphoto.com/photos/knolling-office-desk-view-picture-id622543462?k=6&amp;m=622543462&amp;s=612x612&amp;w=0&amp;h=fMi0gYBeoyePiZVLX8QcKu7tHKVxX18B1X6c632rsfA=,Knolling office desk view stock photo,1024.0,682.0,?,UNLIKELY,0.32790863513946533
5027052758.0,http://img0.etsystatic.com/000/1/5478368/il_170x135.226473512.jpg,Squirrel Cufflinks Silver Plated Popular Vintage Inspired Tiny Size Victorian Woodland Animals Men&#39;s Cuff Links,170.0,135.0,,UNLIKELY,0.35796624422073364
3488802047140.0,http://carphile.co.uk/wp-content/uploads/2017/03/Citroen-2cv-Sahara-for-sale-150x100.jpg,Rare Citroen 2CV Sahara for sale - classic car auctions - carphile.co.uk,150.0,100.0,?,UNLIKELY,0.3515709638595581
3496594017388.0,https://i0.wp.com/upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Athens-Kiffisia-aerial.jpg/300px-Athens-Kiffisia-aerial.jpg,Aerial view of Highways in the Maroussi suburb...,300.0,226.0,?,UNLIKELY,0.30306440591812134
2810513012119.0,https://news.wisc.edu/content/uploads/2017/03/Krsko-model-1024x682.jpg,Photo: Krsko holding model of Weaire-Phelan structure,1024.0,682.0,?,UNLIKELY,0.3029923141002655
167758005529.0,http://smythson.scene7.com/is/image/Smythson/1009773?$small_image$&defaultImage=defaultImage&wid=265,Leather Medium Photograph Album,265.0,265.0,?,UNLIKELY,0.31354108452796936
177087001183.0,http://rlv.zcache.com/thanksgiving_turkey_postcard-r7731ee14dc3b4a3a9fa17c6ffe712630_vgbaq_8byvr_152.jpg,Thanksgiving Turkey Postcard,152.0,152.0,?,UNLIKELY,0.3233141303062439
4115822027690.0,https://cdn.shopify.com/s/files/1/2996/5598/products/e50c7f91-054e-422a-9d6e-28a9b4119427_a53738eb-2af7-46c0-988a-0e1b501e6788_700x700.png?v=1571729097,Kirkland Signature Men's Traditional Fit Long Sleeve Wrinkle-free Dress Shirt,700.0,700.0,?,UNLIKELY,0.3033301830291748
2165647002180.0,https://thumbs.dreamstime.com/t/blueberries-raspberries-ceramic-cup-assortment-berries-over-concrete-textured-background-top-view-composing-71976739.jpg,Blueberries and raspberries. Ceramic cup with assortment berries blueberries and raspberries over concrete textured background. Top view composing Royalty Free Stock Images,107.0,160.0,?,UNLIKELY,0.32314419746398926
179201000455.0,https://us.123rf.com/450wm/anekoho/anekoho1309/anekoho130900023/22223250-shopping-woman-happy-smiling-holding-card-with-white-isolated-background.jpg,Shopping woman happy smiling holding card with white isolated background photo,300.0,450.0,?,UNLIKELY,0.31598177552223206
3063063007021.0,https://pic30.titirez.ro/uploads/agencies/2851/estates/0/596/thumb_large/1550768872_360939438.jpg,"Villa with open view, first line at Sea side Eforie",960.0,720.0,?,UNLIKELY,0.30705609917640686
4111372017178.0,https://cdn.airplane-pictures.net/images/uploaded-images/2018/7/17/1086804as.jpg,G-FDZA - TUI Airways Boeing 737-800,348.0,232.0,?,UNLIKELY,0.3424876034259796
314804000959.0,https://thumbs.dreamstime.com/t/tiled-stairs-pool-leading-large-ground-swimming-33328034.jpg,Tiled stairs for a pool Stock Images,240.0,160.0,?,UNLIKELY,0.30498775839805603
913579002431.0,http://cdn6.bigcommerce.com/s-0kvv9/images/stencil/500x659/products/77624/75581/gi-joe-retaliation-movie-3-75-inch-action-figure-ultimate-firefly-new-12__12908.1461148322.jpg?c=2,GI Joe Retaliation Ultimate Firefly Action Figure,453.0,659.0,?,UNLIKELY,0.3789968192577362
3576476035966.0,https://tse4.mm.bing.net/th?id=OIP.1DktXKvevWE-_CugPWVu5AHaG2&pid=Api&P=0&w=300&h=300,1995 Jeep Wrangler Engine Diagram,300.0,278.0,?,UNLIKELY,0.3158043622970581
3116691009399.0,https://images.puma.net/images/907235/02/bv/fnd/EEA/w/288/h/288/,"Thumbnail 2 of Women's Logo Collage Print Racerback Bra Top, black / white, medium",288.0,288.0,?,UNLIKELY,0.3480789065361023
2965352013355.0,https://cdp.azureedge.net/products/USA/PO/2019/UTILVEH/UTILSPRT/RZR_XP_1000/50/BLACK_PEARL/2000000009_480px.jpg,"2019 Polaris RZR XP 1000 in Park Rapids, Minnesota",480.0,215.0,?,UNLIKELY,0.313610702753067
3386054012809.0,https://image.made-in-china.com/2f1j10TFUQYAnRYtbO/High-Efficiency-Laboratory-Ball-Mill-for-Pigment-Grinding.jpg,Pigment Grinding를 위한 높은 Efficiency Laboratory Ball Mill,160.0,160.0,?,UNLIKELY,0.3103782832622528
8013068158.0,https://theglobalgirl.com/wp-content/uploads/the-global-girl-theglobalgirl-green-juice-recipes-juicing-juice-fast-cleanse-detox-4.jpg-350x224-wplok.jpg,Cucumber/Spinach Green Juice,350.0,224.0,?,UNLIKELY,0.3058246970176697
2859919004389.0,https://www.tramscrolls.com.au/wp-content/uploads/2018/02/Fremantle-Dockers-canvas-print-600x471.jpg,Fremantle Dockers Tram Scroll AFL Sports Footy Canvas Wall Art,600.0,471.0,?,UNLIKELY,0.3092133402824402
277096004730.0,https://thumbs.dreamstime.com/t/heart-violin-27600980.jpg,Heart and violin! Stock Photo,240.0,160.0,?,UNLIKELY,0.311043381690979
2120422005488.0,https://theoriginalthread.files.wordpress.com/2013/08/abstract-geometric-pinks-cushion.jpg?w=640,Abstract Geometric Pinks Cushion,400.0,400.0,?,UNLIKELY,0.40669721364974976
191499000886.0,http://0.s3.envato.com/files/70839105/thumbnail.png,Mobilebar Mobile Retina | WordPress Version - ThemeForest Item for Sale,80.0,80.0,?,UNLIKELY,0.3268185257911682
831506017918.0,https://i.pinimg.com/236x/9f/d6/07/9fd60788c61229360bcded15981a4ce7.jpg,THE TOP 15 MISTAKES that beginners make when starting their first garden - tackle these and you'll be on your way to a fruitful harvest! #gardening,236.0,323.0,?,UNLIKELY,0.34815967082977295
1741124007299.0,https://thirion.aquarelle.top/data/medias/aquarelle/photos/2013-Demos-aquarellades/025-Aquarellade-demo-portrait-Thirion-2013.tb.jpg,025-Aquarellade-demo-portrait-Thirion-2013,200.0,200.0,?,UNLIKELY,0.30796927213668823
1162172014300.0,https://cdn.xxl.thumbs.canstockphoto.com/canstock1595965.jpg,Technology Banner - Electronic communication banner....,400.0,141.0,?,UNLIKELY,0.30978864431381226
3219375006282.0,http://www.ebook-telecharger.com/237-270-home/le-second-livre-de-la-jungle-kipling.jpg,Le second livre de la jungle - Kipling,129.0,129.0,?,UNLIKELY,0.3947775363922119
13955057708.0,http://mcdn.zulily.com/images/cache/product/452x1000/S_P_UDZ/SPUDZ_514416372.jpg,Orange King Kong Tee - Infant & Boys,452.0,543.0,?,UNLIKELY,0.34812960028648376
3004337009767.0,https://images.squarespace-cdn.com/content/54efd71fe4b06377d0b2fb17/1525152563529-4XIS44FIBU4N7JCZLEXD/20180429+-+Juanes+-+Toronto+Music+Photography+-+Captive+Camera-5391.jpg?content-type=image%2Fjpeg,20180429 - Juanes - Toronto Music Photography - Captive Camera-5391.jpg,481.0,720.0,?,UNLIKELY,0.3726307451725006
9438000118.0,http://www.images.hachette-livre.fr/media/imgArticle/DUNOD/2013/9782100589128-V.jpg,"Entranement intensif aux tests d&#039;aptitude IFSI : Nombres, Lettres, Formes, Dominos, Cartes",100.0,139.0,,UNLIKELY,0.37882259488105774
3612641015740.0,https://cdn.shopify.com/s/files/1/0011/2191/0839/products/product-image-1181444262_110x110@2x.jpg?v=1573501038,Woof Woof Schnauzer Bedding Set,220.0,220.0,?,UNLIKELY,0.32807058095932007
2684835017988.0,https://stoysnetcdn.com/schy/schybpb/schybpb_1.200x200.e952b.jpg,Balloon Powered Boat,200.0,200.0,?,UNLIKELY,0.3262197971343994
3727631018453.0,https://b2cc1abcd3f82ba6b8a2-17b7a856ac4b520034e9e4ef014ab6f6.ssl.cf3.rackcdn.com/property_image.1200cm900/929/929_7blqnp8qqa76wuuynkxd4unhx.jpg,3 bedroom  House for sale in Gloucestershire - Slide-8,1200.0,900.0,?,UNLIKELY,0.31366094946861267
4055084024534.0,https://5qrorwxhllojjij.leadongcdn.com/cloud/ioBpmKqmRiiSmlrlppllk/19425808675_1747164386.jpg,Bamboo Ludo Board Chesses Game Toys,950.0,950.0,?,UNLIKELY,0.31452450156211853
2010225014341.0,https://s3.amazonaws.com/media.locally.net/spec-220x220/9283-407538-1035508-image-896074.jpg,AS6 Performance Arm Sleeve (Pair) by Os1st in Kailua Kona Hi,220.0,220.0,?,UNLIKELY,0.31926366686820984
2001959018175.0,https://www.monvanityideal.com/data/produits/17/66/9/u/2ebaa57efaf51ac271898b2fca5a4c48.jpg,"Swatch I Divine Au Naturel Palette, Sleek MakeUP",800.0,800.0,?,UNSURE,0.30939799547195435
65876006474.0,http://i5.cdnds.net/13/01/450x450/paperbag.jpg,Woman with paper bag on her head,450.0,450.0,?,UNLIKELY,0.33358487486839294
1556686006008.0,https://clipart.coolclips.com/100/wjm/tf05313/CoolClips_vc064939.jpg,Vector Clipart illustration  of a baggage handler at the train,100.0,62.0,?,UNLIKELY,0.3496544659137726
210624006837.0,https://t2.ftcdn.net/jpg/00/49/28/07/240_F_49280794_Mmrrm51ScvCbptYbCCFRd6aq9XPxrJR4.jpg,WEB ART DESIGN GOURMANDISE CHOCOLAT TENTATION PLAISIR 100,339.0,240.0,?,UNLIKELY,0.3567449748516083
3075269000818.0,https://images.internetstores.de/products//877047/07/70e29c/Peak_Performance_M_s_Rider_Zip_Hood_Blue_Bird[280x280].jpg?forceSize=true&forceAspectRatio=true&useTrim=true,Peak Performance M's Rider Zip Hood Blue Bird,280.0,280.0,?,UNLIKELY,0.34448498487472534
3479651002196.0,https://www.gabion-machine.com/photo/pc23970374-adjustable_4m_wire_bending_edge_banding_machine_with_max_wire_diameter_4_0mm.jpg,Edge Banding Machine on sales - Quality Edge Banding Machine,329.0,235.0,?,UNLIKELY,0.30279096961021423
1997323000671.0,https://image.made-in-china.com/2f1j10IZsESfHcbvpW/Customized-Design-Combined-Cas.jpg,Design personalizado Combinado Casement Double Glass Aluminium Window and Door,147.0,160.0,?,UNLIKELY,0.3431791663169861
234714001540.0,https://thumbs.dreamstime.com/t/closed-white-door-28356122.jpg,Closed white door Stock Photography,160.0,160.0,?,UNLIKELY,0.3198000192642212
